Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,69532,1,0,0,0,0,0,1,1,1
amd64,th2_release,10586,0,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,,34,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,69498,1,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,93,17605,0,,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,18,72,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,52631,0,,0,0,0,0,1,15,1
amd64,rs4_release,17134,228,Core,CORE,Reset,20,83,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,11778,1,,0,0,0,0,0,1,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,64560,0,,0,0,0,0,0,10,1
x86,rs2_release,15063,1206,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,11778,0,,0,0,0,0,0,1,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Upgrade,29,125,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,142,52682,0,,0,0,0,0,0,3,0
amd64,rs4_release,17134,191,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,RP,,628,50143,0,,0,0,0,0,0,10,0
amd64,th2_release,10586,164,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,OFFLINE,Retail,0,0,Retail,0,142,33778,0,0,0,0,0,0,1,15,0
amd64,rs3_release,16299,665,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,13156,1,,0,0,0,0,1,10,1
amd64,th2_release_sec,10586,1176,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,0,554,33146,1,0,0,0,0,0,0,8,1
amd64,rs3_release,16299,371,Core,CORE,IBSClean,5,26,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,556,63606,1,,0,0,0,0,1,15,1
x86,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,168,34558,0,,0,0,0,0,0,3,0
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,NOT_SET,0,554,33075,1,0,0,0,0,0,0,10,0
amd64,rs1_release,14393,1358,Core,CORE,Update,20,83,Notify,0,IS_GENUINE,Retail,,0,Retail,0,807,8431,1,0,0,0,0,0,0,1,0
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,29,125,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,44578,1,,0,0,0,0,0,3,0
amd64,th1_st1,10240,17443,Core,CORE,IBSClean,14,49,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,554,33135,0,0,0,0,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33111,1,,0,0,0,0,0,10,0
amd64,th2_release,10586,545,Professional,PROFESSIONAL,IBSClean,6,28,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,0,355,20106,1,0,0,0,0,0,0,3,0
amd64,rs2_release,15063,1088,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63396,1,,0,0,0,0,1,1,1
amd64,rs1_release,14393,2189,Core,CORE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,556,63103,0,,0,0,0,0,0,5,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Update,23,105,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,677,7759,1,,0,1,1,1,0,15,0
amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,29,125,Notify,0,IS_GENUINE,Retail,,0,Retail,0,628,21090,0,0,0,0,0,0,1,3,0
amd64,rs3_release,16299,665,Professional,PROFESSIONAL,IBSClean,36,151,UNKNOWN,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,554,33105,0,,0,0,0,0,0,3,1
amd64,th1,10240,16413,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,554,33075,1,0,0,0,0,0,0,10,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Update,14,49,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,70817,0,,0,0,0,0,0,5,0
amd64,rs1_release,14393,2189,Core,CORE,Update,5,26,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,63975,0,0,0,0,0,0,0,6,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,20106,0,,0,0,0,0,0,3,1
x86,rs4_release,17134,165,Professional,PROFESSIONAL,Other,20,83,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,142,3117,0,,0,0,0,0,1,1,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Upgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,,142,3344,0,,0,0,0,0,1,15,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Upgrade,29,125,UNKNOWN,0,IS_GENUINE,Retail,0,0,Retail,0,142,9744,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,137,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,OFFLINE,Retail,,0,Unknown,,869,71782,0,,1,0,0,0,0,3,0
amd64,rs1_release,14393,447,Core,CORE,Other,7,30,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33139,1,,0,0,0,0,0,11,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,556,64568,1,0,0,1,0,0,0,8,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Update,5,26,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,53386,0,,0,0,0,0,1,6,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,7,30,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,41940,0,0,0,0,1,0,0,1,1
amd64,rs1_release,14393,2189,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Update,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,10390,1,,0,0,0,0,1,7,1
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,,0,Retail,,142,52458,0,,0,0,0,0,0,3,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Upgrade,39,160,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,659,63599,0,0,0,1,0,0,0,7,1
amd64,rs4_release,17134,167,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Unknown,,142,62447,1,,0,1,1,1,0,11,1
amd64,rs3_release_svc_escrow,16299,551,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,20050,0,,0,0,0,0,0,11,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,355,6888,0,0,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,48493,0,0,0,0,0,0,1,3,1
amd64,rs4_release,17134,137,Core,CORE,UUPUpgrade,22,92,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,31763,1,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,165,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,UUPUpgrade,37,158,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,8791,1,,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33060,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,23,105,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,13232,1,,0,0,0,0,1,15,1
x86,rs2_release,15063,909,Professional,PROFESSIONAL,Upgrade,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,42049,0,0,0,0,0,0,0,3,0
amd64,rs2_release,15063,1029,Professional,PROFESSIONAL,Other,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,486,54131,1,,0,0,0,0,1,10,1
amd64,rs2_release,15063,1206,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,29,125,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,17778,1,0,0,0,0,0,1,3,0
x86,rs3_release,16299,431,Professional,PROFESSIONAL,Upgrade,3,20,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,,,0,,0,0,0,0,0,3,0
amd64,rs2_release,15063,1206,Professional,PROFESSIONAL,Upgrade,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,17779,0,,0,0,0,0,1,3,1
amd64,rs4_release,17134,319,Core,CORE,IBSClean,8,31,UNKNOWN,0,OFFLINE,OEM:DM,,0,Retail,,142,41699,0,,0,0,0,0,,,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,14710,0,,0,0,0,0,0,11,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63543,1,,0,0,0,0,1,3,1
amd64,rs4_release,17134,191,Core,CORE,IBSClean,5,26,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,13872,0,,0,0,0,0,0,15,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,31,130,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,34322,0,0,0,0,0,0,0,3,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,20317,1,,0,0,0,0,0,8,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,9856,1,,0,0,0,0,1,3,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,26322,1,0,0,0,0,0,0,3,1
amd64,rs3_release,16299,309,Professional,PROFESSIONAL,UUPUpgrade,26,119,Notify,0,IS_GENUINE,Retail,,0,Retail,0,355,19970,0,0,0,0,0,0,1,10,0
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,UUPUpgrade,14,49,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,,142,70745,1,,0,0,0,0,0,5,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,142,33893,0,,0,0,0,0,0,3,0
amd64,rs3_release,16299,371,Professional,PROFESSIONAL,UUPUpgrade,39,160,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,63954,0,0,0,0,0,0,0,7,1
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,7,30,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,142,51936,1,0,0,0,0,0,0,10,1
amd64,rs3_release,16299,192,Professional,PROFESSIONAL,UUPUpgrade,18,72,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,19931,1,,0,0,0,0,0,15,0
amd64,th1,10240,17113,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,554,33070,1,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,355,19982,1,0,0,1,0,0,0,11,1
amd64,rs3_release,16299,192,Professional,PROFESSIONAL,Upgrade,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,512,57232,0,0,0,0,0,0,0,1,1
amd64,rs3_release,16299,192,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,23578,1,0,0,0,0,0,0,10,1
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,8802,0,,0,1,0,1,0,1,1
amd64,rs4_release,17134,285,Core,CORE,CleanPCRefresh,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,58306,0,,0,0,0,0,1,6,1
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,15,58,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,NOT_SET,0,142,70185,1,0,0,0,0,0,0,11,1
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,1,5,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,69919,0,,0,0,0,0,1,11,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,17,64,FullAuto,0,INVALID_LICENSE,Volume:GVLK,,0,Retail,0,142,52530,0,0,0,0,0,0,1,3,0
amd64,rs4_release,17134,191,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,8788,1,0,0,0,0,0,1,10,1
amd64,th1_st1,10240,17443,ProfessionalN,PROFESSIONAL_N,IBSClean,29,125,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,,0,NOT_SET,0,142,69886,0,0,0,0,0,0,0,3,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,556,64689,1,0,0,0,0,0,0,3,0
amd64,rs3_release,16299,125,Professional,PROFESSIONAL,Upgrade,27,120,Notify,0,IS_GENUINE,Retail,,0,Retail,,500,16807,0,,0,0,0,0,0,15,1
amd64,rs2_release,15063,483,Professional,PROFESSIONAL,Other,5,26,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,486,56002,1,,0,0,0,0,1,6,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,IBSClean,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,29615,1,,0,0,0,0,1,11,0
amd64,rs3_release,16299,665,Professional,PROFESSIONAL,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7362,1,,0,0,0,0,0,8,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,8,156,FullAuto,0,INVALID_LICENSE,Volume:GVLK,,0,Retail,,142,61272,1,,0,1,0,0,,,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,512,9391,0,0,0,0,0,0,1,3,1
amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,UUPUpgrade,5,26,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,,142,34833,0,,0,0,0,0,1,6,1
amd64,rs4_release,17134,228,Core,CORE,IBSClean,7,30,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,628,19188,0,,0,0,0,0,0,1,0
amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,Upgrade,8,31,UNKNOWN,0,IS_GENUINE,Retail,0,0,Retail,0,554,33115,0,0,0,0,0,0,0,11,0
x86,rs2_release,15063,1155,Professional,PROFESSIONAL,Update,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,500,15100,0,0,0,0,0,0,0,8,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,69793,1,0,0,0,0,0,0,11,0
amd64,rs4_release,17134,228,Core,CORE,Upgrade,20,83,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,52083,1,0,0,0,0,0,0,1,0
x86,th2_release,10586,420,Core,CORE,Update,5,26,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,56711,0,0,0,0,0,0,0,15,0
x86,th1,10240,17443,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,142,9399,0,0,0,0,0,0,1,10,0
x86,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,72,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,3948,0,0,0,0,1,0,0,15,1
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,Refresh,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,2512,0,,0,0,0,0,0,15,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,37,158,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,36139,0,0,0,0,0,0,1,7,0
amd64,rs4_release,17134,228,Core,CORE,Clean,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,33032,0,,0,0,0,0,1,15,0
amd64,rs4_release,17134,254,Core,CORE,Upgrade,35,148,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,34558,0,,0,0,0,0,1,11,1
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Update,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,13882,0,,0,0,0,0,0,15,0
amd64,th1,10240,16384,Professional,PROFESSIONAL,IBSClean,26,119,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,NOT_SET,0,142,13867,0,0,0,0,0,0,0,11,0
amd64,rs4_release,17134,137,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,10759,1,0,0,1,1,1,0,1,0
x86,th2_release,10586,318,Professional,PROFESSIONAL,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,,Retail,,142,3826,0,,0,0,0,0,0,11,1
amd64,rs3_release_svc_escrow,16299,492,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33142,1,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,127,63564,0,,0,0,0,0,0,3,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Update,18,72,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,0,554,33060,1,0,0,0,0,0,1,15,1
x86,rs1_release,14393,2214,Core,CORE,Reset,14,49,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,513,22574,0,,0,1,0,1,0,11,0
amd64,rs2_release,15063,909,Core,CORE,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,556,62888,0,,0,0,0,0,0,10,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,9,34,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,,,0,0,1,0,0,0,0,10,0
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,Upgrade,20,83,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,12463,0,,0,0,0,0,0,1,0
x86,rs3_release,16299,371,Core,CORE,Update,12,44,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,554,33015,1,0,0,1,1,1,0,15,1
amd64,rs4_release,17134,285,Education,EDUCATION,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,20317,0,,0,0,0,0,0,15,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,0,142,5984,0,0,0,0,0,0,1,12,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,UUPUpgrade,9,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,26318,1,0,0,0,0,0,0,15,1
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,NOT_SET,0,142,68895,0,0,0,0,0,0,0,1,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,556,58355,1,,0,1,0,0,0,10,1
amd64,rs2_release,15063,1155,Core,CORE,Update,39,160,Notify,0,IS_GENUINE,Retail,,0,Retail,0,127,63041,1,0,0,0,0,0,0,7,1
amd64,rs4_release,17134,48,ProfessionalN,PROFESSIONAL_N,IBSClean,3,20,UNKNOWN,0,IS_GENUINE,Retail,,0,Unknown,,554,33120,0,,0,0,0,0,0,3,1
amd64,rs4_release,17134,286,Professional,PROFESSIONAL,IBSClean,6,28,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,35532,0,,0,0,0,0,0,3,0
amd64,rs4_release,17134,1,Professional,PROFESSIONAL,Other,8,31,UNKNOWN,0,INVALID_LICENSE,OEM:DM,,0,Retail,,556,63122,0,,0,1,0,0,0,7,1
amd64,th1_st1,10240,17443,Core,CORE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,142,33137,1,0,0,1,0,0,0,10,1
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,70083,1,0,0,0,0,0,0,15,1
amd64,rs4_release,17134,165,Core,CORE,Reset,7,30,FullAuto,0,OFFLINE,Retail,,0,Unknown,,556,64759,1,,,0,0,0,,,1
x86,rs3_release,16299,431,Core,CORE,Upgrade,24,109,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,,,0,0,0,0,0,0,0,15,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,127,63175,1,,0,0,0,0,1,10,1
amd64,rs3_release,16299,125,Professional,PROFESSIONAL,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,3299,1,,0,1,0,1,0,3,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,7,30,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,50319,0,,0,0,0,0,1,8,0
x86,rs3_release,16299,371,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,11769,0,0,0,0,0,0,0,1,1
amd64,th1,10240,16601,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,21924,0,0,0,0,0,0,0,8,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,IBSClean,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,65002,0,,0,0,0,0,1,15,1
x86,rs4_release,17134,167,Professional,PROFESSIONAL,IBSClean,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,809,46158,0,,0,0,0,0,1,10,1
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,556,63448,1,,0,0,0,0,1,1,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,486,52320,1,,0,0,0,0,1,1,0
amd64,rs2_release,15063,1155,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63175,1,,0,0,0,0,0,10,1
x86,rs4_release,17134,228,Core,CORE,Upgrade,26,119,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,360,2541,0,0,0,0,0,0,0,10,0
amd64,th2_release,10586,104,Core,CORE,Update,9,34,FullAuto,0,OFFLINE,Retail,,,Retail,0,556,7437,0,0,0,0,0,0,0,10,1
amd64,rs1_release,14393,351,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69847,1,,0,0,0,0,1,7,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,IBSClean,31,130,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,500,16763,0,,0,0,0,0,0,3,1
amd64,rs2_release,15063,1266,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,35,148,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33115,1,,0,0,0,0,1,11,1
amd64,rs1_release,14393,693,Core,CORE,Refresh,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33146,1,,0,0,0,0,0,15,1
amd64,rs4_release,17134,165,Core,CORE,Reset,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,70503,0,,0,0,0,0,1,3,0
amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,35,148,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,36891,1,,0,0,0,0,,,1
amd64,rs4_release,17134,228,Education,EDUCATION,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33026,0,,0,0,0,0,1,11,1
