class_name,width,height,bbox_x,bbox_y,bbox_w,bbox_h,bbox_size,occlusion,truncation,crowding,length,x,y,z,yaw,object_amount,brightness,rms_contrast,mean_red_relative_intensity,mean_blue_relative_intensity,mean_green_relative_intensity
car,1.8,1.6,0,200.2483238,928.5507822,879.7516762,816894.1071,0,1,0,4.2,3.189721048,-3.311268331,0.485399598,0.004069437,4,148.1317749,14.66021252,0.348326862,0.348326862,0.340495884
car,1.878193887,2.440584287,89.6645991,558.3006002,31.65543833,50.67847134,1604.249224,0,0,0,4.836720051,62.24191248,-3.718486992,0.473665218,-0.024278566,11,153.4238892,10.16164303,0.344277561,0.344277561,0.338186324
truck,3.102281773,3.503135133,53.90728477,521.7218543,31,51,1581,0,0,2,11.01410134,-87.84093777,2.618973179,2.126762714,3.123018267,4,144.8700562,12.75376225,0.350980431,0.350980431,0.33735618
car,1.858186207,1.7639269,1736.42764,508.7258687,47.5619296,53.37451737,2538.595038,0,0,1,4.610261778,50.7777054,4.875975812,0.900962664,3.068773311,3,156.9609528,8.697374344,0.357730269,0.357730269,0.339971215
car,1.8,1.6,42.16895283,554.2907537,22.13878063,24.31723078,538.3538377,0,0,0,4.2,-69.54343559,1.042375844,0.726296871,-0.063178256,3,146.2649384,9.382825851,0.346580654,0.346580654,0.334994614
car,1.8,1.800228063,1787.248792,521.6707641,91.4830618,51.27642562,4690.924414,1,0,0,4.372172415,44.89199858,3.073817623,0.373241571,1.611785168,20,156.0965118,10.64313889,0.34639591,0.34639591,0.340020239
truck,2.710819873,3.485561703,0,141,1372.582224,583.058437,800295.6464,0,1,0,15.1181065,10.98290284,9.107446145,1.430150277,3.112495733,4,147.3762817,10.61983109,0.353631496,0.353631496,0.339027256
truck,1920,1080,1799.836735,516.2756953,22.20408163,39.61305925,879.5716013,0,0,0,,,,,,8,156.8061218,9.498175621,0.342492551,0.342492551,0.339553684
car,1.8,1.88598192,140.9582689,482.1428571,148.9332939,173.5714286,25850.56458,0,0,0,3.79038984,-10.73509164,3.412349527,0.720050082,3.124309361,10,152.5955658,11.39803505,0.344361931,0.344361931,0.33940348
car,1.745325496,1.498461635,64.20428637,563.0594595,18.38577291,19.55675676,359.5660887,0,0,0,4.263654479,-91.76035295,3.32518525,-0.071434109,3.095593111,4,149.0360718,13.15396595,0.347150058,0.347150058,0.338041753
tricycle,1.641543212,1.70973204,99.545691,575.622688,15.31472169,22.30579531,341.6070474,0,0,0,2.8,113.3810634,-5.627625237,0.366609697,0.051788983,4,151.7822266,10.31910038,0.344988167,0.344988167,0.338965178
car,1.8,1.6,1746.190214,477.888563,43.62836723,21.46627566,936.5385576,1,0,1,4.2,-89.72996135,-15.09833132,0.513386793,-1.493698088,4,141.8026276,9.932991028,0.352488548,0.352488548,0.338236332
truck,2.3,3.0625,1882.213173,468.8163183,37.78682652,110.3673634,4170.432414,0,1,1,6,40.48769924,-2.136241644,1.113518229,0.04333329,5,145.5612335,10.12329769,0.353102297,0.353102297,0.339541912
car,1.8,1.6,342.5523501,571.2307277,63.62123651,35.89838824,2283.899849,0,0,1,4.2,-49.96753017,15.44059719,-0.238760195,-3.034398667,8,153.9193878,8.646676064,0.342828453,0.342828453,0.341159403
car,1.8,1.683130542,0,548.3365322,50.44550794,83.66346783,4220.446131,0,1,0,4.2,30.16656496,0.40461325,0.529671775,2.22E-16,3,157.2641449,10.15549755,0.347100765,0.347100765,0.339071393
truck,3.114283721,3.706765383,1819.624002,501.6933638,33.62348699,56.34782609,1894.610398,0,0,1,8.670535651,81.06580161,1.362017641,1.689690052,-2.22E-16,9,152.5748901,10.83594418,0.34796229,0.34796229,0.338795483
car,1.8,1.445482563,1634.192965,533.6823587,171.9898713,70.11714879,12059.43939,1,0,0,4.708220309,8.891910295,-30.41658436,0.630690788,0.498295678,15,153.4792786,9.852350235,0.344156832,0.344156832,0.338212639
car,1.8,1.681595757,792.5944531,561.0328312,134.7608594,60.027718,8089.386863,0,0,1,4.2,-25.15066434,24.92681818,0.214583216,1.614129678,24,151.0561829,13.14081478,0.343534976,0.343534976,0.339558482
car,1920,1080,1608.918936,538.8220477,78.6657756,30.7828563,2421.557266,1,0,0,,,,,,3,153.7245026,10.21305847,0.348194271,0.348194271,0.340097666
bus,2.6921875,3.097370457,121.0700637,513.7032843,91.71974522,92.95583239,8525.885264,0,0,2,12.17873814,51.42000041,-5.943892018,1.468161476,-0.0196997,5,141.6049652,10.97609234,0.349881947,0.349881947,0.339115083
truck,2.348510746,3.275469598,1489.14147,313.773166,225.7138234,247.226834,55802.51395,0,0,0,6.121343701,-15.04205882,-6.4431665,1.395357839,-0.007511596,8,140.9129181,15.29981804,0.348772228,0.348772228,0.338957459
truck,2.630176094,3.4375,0,350.7855252,70,312.6566637,21885.96646,0,1,0,6,19.04179338,0.46796733,1.562863295,0.007001129,1,159.0674896,9.911599159,0.345900148,0.345900148,0.339917898
car,1.8,1.444401378,174.3743875,543.7630662,77.15125776,65.22648084,5032.305036,1,0,0,3.986278912,-25.52845858,5.9408584,0.465607864,3.137301148,4,151.3570709,11.60209179,0.348284006,0.348284006,0.338800311
truck,1920,1080,44.79701353,573.6099585,14.33504433,25.09543568,359.744183,0,0,0,,,,,,2,156.1197052,9.558361053,0.348842174,0.348842174,0.340026647
truck,3.016268203,4.376639088,1819.629956,497.1607516,24.24669604,54.11273486,1312.055034,0,0,0,9.707577082,107.3870228,2.161154233,1.765881637,-0.006336654,4,152.5879059,9.089447021,0.353399038,0.353399038,0.339163065
car,1.946825077,1.719926946,1101.428571,407.1428571,818.2857143,627.8571429,513766.5306,0,1,0,4.281249022,4.565064814,4.040416631,0.612558752,-3.13891408,2,142.0569,13.89538193,0.353218704,0.353218704,0.337362617
bus,2.703976136,3.236077451,1699.547251,464.6581317,78.09287903,113.3418683,8851.192807,0,0,0,8.62519338,41.74843207,5.000991421,1.290283757,-3.114979055,8,149.6682739,13.18879032,0.348481745,0.348481745,0.339656442
car,1.8,1.520222415,1716.870693,531.8240807,47.47466559,46.71953857,2217.99447,0,0,1,4.2,41.23907545,4.902165239,0.378888173,3.076538002,8,156.8061218,9.498175621,0.342492551,0.342492551,0.339553684
truck,1.7223393,1.99904958,0,0,1596.332268,1080,1724038.85,0,1,0,4.670296024,1.062034754,-3.076391121,0.730856443,-0.033201541,4,141.1315002,14.56171703,0.346371859,0.346371859,0.339280903
truck,3.544219951,2.997768593,535.631394,545.8331273,56.368606,38.16687268,2151.413409,0,0,0,10.34519648,-71.99371098,38.90922674,1.523913252,-0.653341323,12,153.7659302,10.48515987,0.34536469,0.34536469,0.339972019
car,1.8,1.6,1841.314924,537.0537802,15.9894806,18.09820733,289.380935,0,0,0,4.2,111.9206555,-0.178988577,-0.338833822,3.081364078,3,149.7688904,10.20631886,0.349906445,0.349906445,0.339547366
pedestrian,0.612070561,1.800804517,1625.59431,434.124941,19.42519752,67.87505902,1318.486428,0,0,0,0.448473425,-30.83589633,-10.59275332,1.240023886,0.124642298,3,151.9692383,12.00228024,0.352496237,0.352496237,0.33988601
car,1.8,1.6,1831.845404,539.1387007,30.59254353,32.12150563,982.6785592,0,0,2,4.2,74.17007905,2.264567846,-0.007875726,0.007987123,3,152.0241241,9.87775898,0.348182857,0.348182857,0.342085809
car,1920,1080,1866.794316,538.1347269,30.59749966,31.17542469,953.8900463,0,0,2,,,,,,3,151.9872437,9.811711311,0.348725498,0.348725498,0.342508376
bus,2.681468272,3.189818035,1846.815707,408.6052393,73.84615385,181.472119,13401.01802,0,1,1,9.229369902,27.69974379,-0.39665711,1.414678053,2.22E-16,5,148.0658112,13.52631569,0.34606424,0.34606424,0.340726912
truck,2.669044491,3.801309719,1683.723917,423.9923954,98.12110192,157.6141619,15465.27525,0,0,0,15.29200374,41.72349988,4.862577622,1.606267438,-3.12317391,4,147.3762817,10.61983109,0.353631496,0.353631496,0.339027256
car,1.866004385,1.46796038,1776.941176,526.3692145,29.43315508,36.36921446,1070.460729,0,0,0,4.2,58.06590039,3.994321849,0.42961194,0.024951668,3,152.4827728,10.38272762,0.353165567,0.353165567,0.34095484
car,1.8,2.211667885,683.2850001,551.4707855,89.71499992,55.52921445,4981.80347,0,0,1,5.227475189,46.48258253,-28.97389044,0.561813926,1.570796327,9,152.6229401,13.53471279,0.345689267,0.345689267,0.338946402
car,1.8,2.211667885,683.9407789,552.5731243,89.05922107,52.42687572,4669.096714,0,0,1,5.227475189,46.45862293,-28.97441859,0.561844887,1.570796327,16,152.4670563,13.46244526,0.345648646,0.345648646,0.338936746
car,1.8,1.6,501.9899673,565.8933464,55.01003272,23.58341519,1297.324441,1,0,2,4.2,79.09383346,-35.13838365,0.564264031,1.244956346,10,153.504425,11.5007782,0.345060915,0.345060915,0.340530366
car,1.830992529,1.6,1795.822863,470.596851,21.35530381,18.98205785,405.3676124,0,0,0,4.2,-109.046263,-14.19172834,1.328434798,0.129520264,4,148.5101471,10.33485699,0.352875561,0.352875561,0.339808494
car,1920,1080,1689.405815,518.4485666,24.27307206,13.35581788,324.1867297,0,0,0,,,,,,2,153.6357269,10.30237579,0.348294944,0.348294944,0.339962125
car,1.8,1.6,117.2326003,576.9628171,49.23065816,26.1469426,1287.231193,2,0,0,4.2,86.73897001,-8.374869299,0.155771167,1.473616293,5,157.4376678,8.923144341,0.344321936,0.344321936,0.340197206
truck,2.3,2.921875,69.85553772,505.8487874,63.6918138,108.8730385,6934.321297,0,0,0,6,41.02877225,-2.321224861,1.316219198,0.002717385,5,156.5760193,10.40032673,0.347122133,0.347122133,0.339250207
car,1.8,1.469784676,101.9448889,518.1454708,131.9816296,118.3092374,15614.64596,0,0,1,4.2,-13.93917842,2.867072005,0.622228741,0.035540422,6,148.26651,14.06649399,0.351817101,0.351817101,0.335122615
bicycle,0.6,0.9,351.489923,460.7867551,56.03425968,102.4266803,5739.403202,,,,1.4,-1.268412221,-12.42451381,0.411429825,1.636957852,2,152.6581726,13.27415562,0.343507171,0.343507171,0.341258645
pedestrian,0.6,1.6,1312.65856,568.6818476,16.34144028,58.0972598,949.3929014,1,0,0,0.6,-11.88433654,30.2547334,0.09299636,0.010553698,4,150.7422943,12.88170338,0.342101455,0.342101455,0.340041518
truck,2.500374379,3.178293342,65.17725753,517.8478002,34.71581302,64.53032105,2240.222559,0,0,1,8.293946099,-63.62262436,3.072673646,1.521093858,-3.13733644,2,150.4312134,12.20431423,0.348582596,0.348582596,0.339131534
car,1920,1080,1319.882469,590.6355804,54.68747069,32.92859221,1800.781422,0,0,1,,,,,,11,154.8822479,8.037631989,0.341861427,0.341861427,0.341427624
rider,0.8,1.6,1233.764683,484.3172827,67.2353166,113.0793207,7602.923926,0,0,0,1.6,19.62524158,10.15660554,0.681563352,-0.45731858,6,151.4734039,8.633862495,0.355085433,0.355085433,0.340119362
tricycle,1.593007223,1.740629265,498.9059579,515.2566406,42.1064547,37.84488119,1593.513775,1,0,0,2.8,28.65096472,51.96083945,1.064073934,1.461339521,10,155.9689484,8.683554649,0.340121359,0.340121359,0.340700328
truck,2.956025155,3.373854679,64.76929042,553.9607032,28.11668484,44.86114641,1261.346715,0,0,0,6.467805891,98.80617887,-2.446638667,1.066046687,-0.025908835,3,140.4484406,14.07317448,0.361015618,0.361015618,0.334955513
truck,2.710819873,3.485561703,0,121.56956,1303.296444,604.9361491,788411.132,0,1,0,15.1181065,9.16877755,9.120246094,1.433062381,3.112495733,4,148.319046,8.264846802,0.355010837,0.355010837,0.338905334
car,1.931614241,1.801413992,1673.746073,502.0367937,89.41785252,90.11826544,8058.181769,0,0,0,4.2,30.19895137,4.263324474,0.616927535,3.080255984,3,149.5441742,9.539255142,0.352228492,0.352228492,0.338696063
pedestrian,0.850211517,1.6,301.2879936,492.5110148,12.71200645,31.49632841,400.3815299,0,0,0,0.6,-11.16168231,-64.89360754,-0.573807135,-2.298936735,4,151.7581787,10.24344921,0.348168045,0.348168045,0.340000927
truck,2.699855987,3.922412843,1375.290254,390.830276,256.8835577,217.3482349,55833.18786,0,0,0,10.82637258,28.17166412,8.60226897,1.538298629,3.112509947,6,154.5925446,11.27014351,0.349047363,0.349047363,0.339540154
car,1.835243504,1.6,195.781724,571.0916271,27.8948561,24.28557948,677.4427451,2,0,0,4.2,80.38108325,-12.2722524,0.493789957,-0.018145068,2,154.6821594,9.704181671,0.347746432,0.347746432,0.3379682
car,1.8,1.6,1730.729295,515.6703297,56.35655705,63.50215824,3578.763004,0,0,1,4.2,39.34759608,4.076520631,0.423306847,3.116507102,6,150.8734894,12.32252026,0.353899002,0.353899002,0.338926911
car,1.8,1.416467281,362.8476517,551.0386756,109.8038329,68.33079913,7502.983649,1,0,1,4.602555911,31.15230752,-10.36584173,0.457811149,-0.050763942,11,154.2205658,8.436190605,0.345408827,0.345408827,0.339947432
rider,0.686360726,1.558676628,1767.092883,460.859329,25.90711703,83.27251324,2157.350746,0,0,0,1.146238378,-20.89894966,-4.482632851,0.40297965,0.082712415,2,154.4318848,9.861192703,0.353323907,0.353323907,0.339980572
car,1.8,1.482961058,652.3463426,555.2541959,122.5267023,64.34452836,7883.922873,1,0,0,3.951969701,33.98316133,-20.59814079,0.37665838,-1.211905689,15,153.4792786,9.852350235,0.344156832,0.344156832,0.338212639
car,2.04312336,2.001096292,51.36305732,550.396376,19.56687898,28.13137033,550.4431188,0,0,0,4.751709655,-89.69277193,1.757919044,0.609659557,0.042754678,2,151.1360626,13.00791264,0.347085834,0.347085834,0.338739872
bus,2.681468272,3.189818035,0,456,97.88549937,179.063197,17527.69046,0,1,0,9.229369902,27.87660998,-0.349498682,1.317839806,2.22E-16,2,143.3745422,11.30644512,0.350275576,0.350275576,0.337909192
tricycle,1.53016459,1.785784721,9.682772084,573.8738948,16.24926005,26.12610521,424.5298777,0,0,0,2.8,91.85324044,3.588456024,0.432058578,3.073322847,5,144.6396484,11.09305668,0.351971984,0.351971984,0.338204712
car,1.885029331,1.505522966,1802.724872,451.126408,110.1777856,111.1764706,12249.17734,0,0,1,4.396521428,-15.4059842,-2.005902506,0.511026851,-0.023151745,1,150.4142303,10.64967346,0.349979013,0.349979013,0.340068579
car,1.8,1.52760181,0,554.2668428,48.51727982,91.30779392,4430.005788,0,1,0,4.2,24.93215287,0.437645802,0.468680173,0.049958396,1,150.5653687,8.72244072,0.361014783,0.361014783,0.339782447
car,1.8,1.500320808,1850.71429,473.7142857,21.7142902,28.57142857,620.4082914,0,0,0,4.2,-64.18168555,-5.090248348,0.680334665,-0.03077558,5,147.994812,12.36606216,0.351436287,0.351436287,0.340551347
car,1.8,1.6,1578.753172,516.4162754,37.15343616,25.08137689,931.8593351,0,0,0,4.2,91.009251,22.4828154,1.370271611,-0.052446441,8,153.3495636,10.15526962,0.3488985,0.3488985,0.339912653
truck,2.880203176,4.376639088,29.80728051,545.1428571,23.64025696,49.37142857,1167.153258,0,0,0,9.707577082,116.6138276,1.975223293,1.69004557,-0.006336654,4,157.237854,9.088579178,0.348210216,0.348210216,0.33910957
truck,2.0735931,2.184577724,1698.784267,521.1162134,27.84266985,40.43800777,1125.9021,0,0,0,6,70.64904489,9.985565398,0.595050537,3.141592654,11,153.4093781,9.315019608,0.35750401,0.35750401,0.339921862
car,1.938215382,2.387159954,623.497246,35.20889749,959.6660698,801.7350097,769397.8857,0,0,0,5.319549414,7.649846732,3.85878121,0.969440586,-0.029797319,2,150.5700073,8.332455635,0.351591706,0.351591706,0.339400202
rider,0.8,1.6,379.0000684,570.2184736,33.07561531,33.0588128,1093.440575,0,0,0,1.713570109,63.760782,-20.95112521,0.339571458,1.366788516,9,151.6823578,14.82807827,0.344983548,0.344983548,0.338672072
truck,3.253064506,3.789247274,31.09176389,534.9845201,29.42016368,48.81733746,1436.214058,0,0,1,10.16716597,89.75648735,0.759803894,2.356884505,-0.014303525,5,151.0135803,10.15158463,0.346437216,0.346437216,0.33863306
pedestrian,0.570389967,1.543669739,99.23958397,527.746533,32.49305598,112.7326651,3663.028799,0,0,0,0.6,-13.87483079,2.209705032,0.503984534,2.963566748,4,151.9221497,13.07509327,0.346190363,0.346190363,0.339244634
car,1.8,1.6,1695.135135,514.5851528,44.02948403,49.25764192,2168.788558,1,0,0,4.2,48.11155716,6.707225322,0.670153011,-3.137278429,5,155.4610596,10.02303982,0.350186616,0.350186616,0.339309543
car,1.878193887,2.310610409,110.4577892,559.9875671,33.82435512,52.8019425,1785.991654,0,0,0,4.794458009,59.54376564,-4.924873178,0.397133504,-0.021986914,11,153.665451,10.48210335,0.344382375,0.344382375,0.338138282
truck,3.441584088,4.143302687,1602.932169,465.5538606,103.8375173,87.79793476,9116.719572,1,0,1,16.72863994,63.74686108,12.03334845,2.336593822,3.125657747,9,153.9053497,10.35877609,0.34846127,0.34846127,0.339864135
bus,2.74668167,3.220625838,173.1127057,473.7072049,160.3792967,147.2927951,23622.71489,0,0,0,11.97955999,34.61242933,-6.462179986,1.370057399,-0.031373728,6,148.6678314,11.25866604,0.35796693,0.35796693,0.337292105
truck,2.957801424,3.471809416,198.2139418,534.7857362,40.00007673,46.64287095,1865.718417,1,0,0,6.042070612,-91.20634865,17.20892382,1.173271532,3.135861695,2,155.3429871,10.48968124,0.34603703,0.34603703,0.33943814
truck,3.147200412,3.182917231,554.7931569,201.3687926,663.2068431,457.6312074,303504.1484,1,1,1,4.362756993,9.656969203,7.688770391,1.408218741,2.959360614,6,148.8767853,13.46738434,0.34607771,0.34607771,0.340900749
rider,0.8,1.814696486,1673.322562,498.3536697,63.54452502,82.64877137,5251.87692,0,0,0,1.757452137,30.50983381,5.1841883,0.697856128,-1.436831868,10,156.0629425,8.692752838,0.340144128,0.340144128,0.340708673
truck,2.619517348,2.990389791,0,326.2344828,100,426.0413793,42604.13793,0,1,1,13.11833425,13.69174976,0.018536492,1.241516573,3.092612253,4,156.2215118,11.06473637,0.347528636,0.347528636,0.339178115
car,1.679889266,1.4368318,31.15255502,569.2839738,26.49757553,29.79006549,789.3645103,0,0,0,4.2,66.38518976,0.581995556,0.697190418,0.022095851,6,152.993515,9.722162247,0.348338068,0.348338068,0.338759512
tricycle,1.231040217,1.313800272,374.0659679,552.1302553,46.28045731,44.59460673,2063.858793,1,0,1,2.296907856,-32.0420219,14.07591437,0.605645465,-3.134204012,8,142.6503143,12.21275711,0.35014084,0.35014084,0.339736164
bicycle,0.764360874,1.046131273,187.5031065,497.6625222,120.4968935,109.8095025,13231.70394,,,,1.657726417,-10.17609318,3.842943361,0.89239386,-2.322026468,3,154.4309082,11.63966179,0.349301219,0.349301219,0.339025944
car,1.8,1.622199925,1072.611626,451.9058987,141.7177111,54.47647469,7720.281302,1,0,0,4.520017929,-28.99822371,-26.68593363,0.802639791,-0.685765212,3,148.3585205,10.24041176,0.35255906,0.35255906,0.339724243
truck,2.473630062,3.11702976,80.16214025,516.6570605,37.3571139,63.0259366,2354.467092,0,0,0,9.34349614,-63.79752344,4.347869942,1.534335002,3.121248496,3,152.9846497,9.858470917,0.34124878,0.34124878,0.338656604
pedestrian,0.668443115,1.617628815,647.3117717,499.7388914,86.84723309,224.3250113,19482.00654,0,0,0,0.690611614,11.83259401,-5.834698745,0.411729829,0.269085239,4,150.2285461,12.1281805,0.350616574,0.350616574,0.338380247
bus,2.820306087,3.145926471,1736.018594,385.7090015,125.9814059,150.4272504,18951.03649,0,0,0,10.37404709,-28.03241326,-4.61175201,1.219303003,-0.043254018,6,152.5790863,10.65655327,0.347978413,0.347978413,0.340408146
pedestrian,1920,1080,692.873936,527.88563,15.55486409,33.55564132,521.9534402,0,0,0,,,,,,3,148.4640503,11.54501724,0.35054639,0.35054639,0.33995983
truck,2.758904689,3.482569077,144.260142,512.7047439,92.73985804,80.29525607,7446.570649,0,0,0,17.17102762,-48.69663719,8.171937043,1.468589243,3.096486624,1,148.8017426,12.52718258,0.350849628,0.350849628,0.338996053
car,1.8,1.853443403,1098.61892,497,168.3810797,77.75771082,13092.92731,2,0,0,4.317349451,25.13480549,14.58945971,0.579934104,-3.140023774,3,152.8396301,9.275364876,0.349157721,0.349157721,0.339108855
rider,0.753168468,1.6,558.3608724,480.987074,156.0872439,276.6627497,43183.52609,0,0,0,1.6,9.904688537,-4.513530971,0.507239099,0.02343321,2,155.8900299,10.33001232,0.347114384,0.347114384,0.339364767
car,1.962942325,2.227526549,166.9236821,500.7272727,94.41384736,101.958042,9626.251011,1,0,0,5.328439476,-26.19126921,5.909448409,0.976244996,3.124076388,5,150.0636444,10.62785244,0.349832803,0.349832803,0.338766664
car,1.8,1.622199925,1069.344893,454,145.3126915,52.99752781,7701.213408,1,0,0,4.522419236,-29.045868,-26.67148898,0.799270557,-0.685765212,8,148.3674164,10.24466324,0.35253638,0.35253638,0.339725465
car,1.745325496,1.498461635,113.5783366,543.4040115,73.34622824,70.24641834,5152.309832,0,0,0,4.2,-23.26509084,3.962867803,0.520006303,-3.127716426,2,149.5387421,13.23531437,0.347766131,0.347766131,0.338456899
car,1.8,1.6,1735.602561,542.2761186,33.80972055,31.93186299,1079.607364,0,0,2,4.2,70.53105962,9.69763392,-0.239857105,0.124342406,4,152.8005066,10.02064419,0.347669184,0.347669184,0.341616064
truck,3.401825413,4.624053139,1725.295775,496.0700876,41.91549296,35.14392991,1473.075147,1,0,0,15.88779662,120.3149602,12.38682585,2.993556637,3.125657747,8,153.8930054,10.33055019,0.347967863,0.347967863,0.339649528
truck,2.863410995,3.608189105,1759.073001,515.9094029,25.21436848,33.35621139,841.0558052,0,0,1,7.072886459,82.59716704,9.563397948,1.648254141,3.131038956,10,152.3147125,10.97119522,0.347226173,0.347226173,0.339029223
car,1.8,1.649535604,927.7461569,142.4288079,991.2538431,937.5711921,929371.0473,0,1,0,4.2,2.331012512,-3.233648627,0.550731405,0.010870772,16,152.4670563,13.46244526,0.345648646,0.345648646,0.338936746
car,1.662304345,1.52790348,238.7949015,488.8186813,449.4090382,295.2197802,132674.4375,0,0,1,4.729425528,10.11030747,-3.337446096,0.462074363,0.00556629,4,148.3622589,9.573635101,0.353452832,0.353452832,0.33898896
truck,2.630176094,3.4375,0,346.0194175,71,317.4227714,22537.01677,0,1,0,6,18.80748932,0.461359261,1.54480634,0.007001129,1,159.0416565,9.929262161,0.345899999,0.345899999,0.339919597
truck,2.3,2.938596491,888.6593652,477.1680848,259.3406348,116.0109099,30086.34301,0,0,1,8.112710091,-20.11536904,26.40053297,1.727689986,-1.658062789,12,154.5582428,10.52547169,0.344820619,0.344820619,0.340317369
car,1920,1080,382.9985438,565,40.00145624,16,640.0232998,2,0,1,,,,,,6,148.6678314,11.25866604,0.35796693,0.35796693,0.337292105
truck,3.016268203,4.376639088,24.66809422,540,24.66809422,55.54285714,1370.136433,0,0,0,9.707577082,106.8173077,2.048306475,1.765538983,-0.006336654,4,155.4701691,11.08920383,0.346829832,0.346829832,0.338680625
truck,2.3,3.17541907,1798.540146,384.1297297,86.42335766,152.9513514,13218.56934,0,0,0,6,-25.50993732,-3.272838903,1.37927166,0.009280476,4,141.3839722,11.90742874,0.349854857,0.349854857,0.339797139
rider,0.8,1.6,1465.842042,483.007538,175.458943,179.6465655,31520.59648,1,0,0,1.6,7.400996262,-11.58048268,0.6581312,-3.127847815,7,142.0660553,10.87658596,0.349099636,0.349099636,0.339852095
pedestrian,0.6,1.7279556,241.416443,512.2754703,39.03915651,146.3347009,5712.783291,1,0,0,0.6,17.42979217,-2.944869084,0.506556507,0.773984485,8,153.4692688,9.789191246,0.342280895,0.342280895,0.339743942
pedestrian,0.475097816,1.503650468,1065.53234,445.5746329,32.18486085,77.8014105,2504.027571,1,0,0,0.662220689,-15.33020195,-16.87035688,0.622528597,3.044104161,3,152.1082611,11.08742714,0.348679662,0.348679662,0.33983928
truck,2.480276058,3.043916228,1726.979217,506.5979381,33.40744321,48.24742268,1611.823033,1,0,0,6.65625,77.57512894,8.519808327,0.95341243,0.04245939,6,151.6123352,13.28887367,0.347856969,0.347856969,0.340849847
truck,1920,1080,77.74899509,559.7247221,16.57882983,25.72789836,426.5384489,0,0,0,,,,,,6,152.993515,9.722162247,0.348338068,0.348338068,0.338759512
car,1.8,1.88598192,140.9582689,482.1428571,148.9332939,173.5714286,25850.56458,0,0,0,3.79038984,-10.73509164,3.412349527,0.720050082,3.124309361,10,152.5955658,11.39803505,0.344361931,0.344361931,0.33940348
car,1.8,1.6,1663.822246,531.7251908,35.12431843,31.27480916,1098.506356,0,0,0,4.2,63.88832236,11.07852148,0.357092882,3.141592654,6,154.6946411,11.78941917,0.352499664,0.352499664,0.343380839
car,1920,1080,52.75074479,553.0311948,11.43992056,17.79870512,203.6157726,0,0,0,,,,,,3,149.1562805,11.9127636,0.352185905,0.352185905,0.336050123
car,1.8,1.6,674.1028646,561.9113056,68.59283087,25.75116647,1766.345407,2,0,0,4.260099932,77.92443444,-48.9178474,0.918507638,1.20493685,12,153.5823669,11.50881958,0.345073909,0.345073909,0.340548515
truck,2.927023472,3.672261274,87.14285714,505.7142857,53.80952381,75.23809524,4048.526077,1,0,0,9.063521943,-53.97087728,4.811830633,1.690279404,3.108271658,3,153.3708344,11.943923,0.348650724,0.348650724,0.338799775
car,1.883847611,1.6,101.002004,576.064114,27.41482966,26.44701692,725.0404638,1,0,0,4.2,76.94672468,-4.948862503,0.428099494,-0.029082707,4,144.2867279,10.5055666,0.351581991,0.351581991,0.337949574
car,1.8,1.48515625,110.3314077,559.8486486,56.33488986,55,3098.418942,0,0,2,4.2,39.20281086,-3.599975133,0.555763568,0.016136673,11,153.4600983,11.46573257,0.345023125,0.345023125,0.34052065
car,1.8,1.6,1828.107704,536.5829873,18.73603716,21.84352915,409.2611739,0,0,2,4.2,88.70406974,1.337911826,-0.110336705,0.058149805,4,148.0662994,12.64568806,0.348366082,0.348366082,0.338550866
truck,1.771104231,2.0546875,1834.179445,509.3039443,31.94779772,53.24825986,1701.164635,0,0,0,6,51.64093566,0.690867967,0.957835658,0.01133096,2,149.4372406,13.59503555,0.351022273,0.351022273,0.339251339
truck,3.036870357,3.167810005,147.0536079,109.0265945,772.9463921,610.9734055,472249.6895,1,1,1,4.365262814,6.524650412,7.64136522,1.454926154,2.97796009,5,148.0658112,13.52631569,0.34606424,0.34606424,0.340726912
car,1.828343549,1.6,13.35473515,564.1484301,48.08072873,53.43482398,2569.185276,0,0,0,4.2,38.28196743,0.131767437,0.557036099,-0.03652441,1,154.2116241,9.490099907,0.351219505,0.351219505,0.339648217
car,1.745325496,1.498461635,89.01048792,553.7189189,41.44094847,44.36756757,1838.634081,0,0,0,4.263654479,-39.4231522,3.750972475,0.362611997,-3.117110763,3,149.1412659,13.4980135,0.348070025,0.348070025,0.338427037
car,1.784001083,1.566976264,1865,488.5314906,55.88516746,155.4893617,8689.549018,0,1,1,4.2,16.04293686,-0.315719849,0.47144003,0.004111284,3,150.9432373,9.263854027,0.34787643,0.34787643,0.340396404
truck,2.79240065,3.190440461,97.11275026,495.9700094,93.06638567,121.4620431,11304.03335,0,0,0,15.45224009,45.74531814,-4.006304002,1.279439891,-0.015324471,4,157.237854,9.088579178,0.348210216,0.348210216,0.33910957
bus,1920,1080,52.7643065,562.6682001,14.89815713,24.84186314,370.0979804,0,0,0,,,,,,4,146.525116,9.660446167,0.351514459,0.351514459,0.339120716
car,1.607012223,1.84942284,0,526.6605672,53,104.7392498,5551.180238,0,1,0,4.2,27.89625428,0.024322786,0.794999861,-0.021618253,3,150.8320465,12.55786705,0.34395805,0.34395805,0.338254869
car,1.8,1.471223638,1802.809365,580.1188707,53.77926421,28.88558692,1553.445611,1,0,0,4.2,6.96861386,-71.25772859,-0.742403678,-2.326331621,4,147.6564178,9.774658203,0.350194186,0.350194186,0.338658988
